"revpanstr","revpan","medspecstr","medspec","prodcode","devname","devclassstr","devclass","unclass","gmpexempt","thirdpartystr","thirdparty","revcode3str","revcode3","regnum","typeid","def","physstate","techmeth","targetarea","implant","lifesust"
"HO",7279,"SU",8385,"OUK","Surgical Mask With Antimicrobial/Antiviral Agent","2",2,,"N","N",78,,,878.403991699219,1,"A single use, disposable surgical mask for occupational use to cover the nose and mouth of the wearer to protect from the transfer of microorganisms,body fluids and particulates and has an added antimicrobial and/or antiviral agent which kills specific pathogens under specified contact conditions.","The device is a surgical mask composed of at least 3 layers of filtration material with bands or ties to secure it to the head, a flexible noseband and an added, specified antimicrobial and/or antiviral agent added to the surgical mask","Device uses a combination multiple filtration layers to protect from the transfer of microorganisms, body fluids and particulates plus the addition of an antimicrobial and/or antiviral agent which kills specified pathogensunder  specified contact conditions","The device is worn over the nose and mouth and is intended to protect the respiratory tract from transfer of microorganisms, body fluids and particulates.","N","N"
"CH",6772,"CH",6772,"OUL","Thermocycler, Generic","1",1,,"N","N",78,,,862.231018066406,4,"A thermocycler is an automated laboratory apparatus intended to amplify specific segments of double stranded nucleic acids isolated from a clinical sample via the polymerase chain reaction process. The nucleic acid sequences are amplified in the presence of specific primers, buffers, and thermostable polymerases, by raising and lowering the thermal block temperature at specific rates using pre-programmed steps, based on the specifications of the test which is being run.  It may integrate interchangeable blocks of different materials or to accommodate different well and tube formats.","Should not include real-time thermocyclers or instruments with analyzers for fluorescence, other measuring techniques, or detection methods or integrate sample and/or reagent handling.","A thermocycler is intended amplify specific sequences of double stranded nucleic acids using the polymerase chain process. The device includes a thermal block with holes designed to accommodate the insertion of special tubes or plates holding the assay reaction mixtures and houses an internal computer-controlled, rapid heating/cooling unit. The thermal block's temperature is raised and lowered at specific rates using pre-programmed steps based on the specifications of the test which is being run.","Not applicable","N","N"
"OP",7980,"OP",7980,"OUM","Adaptometer (Biophotometer), Software-Based Data Acquistion And Stimulus Generation","1",1,,"N","N",78,,,886.10498046875,4,"Measurement of retinal adaptation (regeneration of the visual purple) and absolute visible sensitivity to light.","The device is typically plastic or metal enclosed and desk top-based. In the enclosure are electronic components, including a light source, measurement components. and electronics containing software for data acquisition and stimulus generation.","A light source stimulates the retina and the the time required for retinal adaptation (regeneration of the visual purple) is measured. The minimum light threshold is also determined, in this same fashion.    Stimulus generation and data acquisition are the only features of the device which are software controlled.","Retina and ocular structures","N","N"
"SU",8385,"SU",8385,"OUP","Powered Surgical Instrument For Improvement In The Appearance Of Cellulite","2",2,,"N","N",78,,,878.47900390625,1,"Used for controlled release of subcutaneous tissue for improvement in the appearance of cellulite.","The device consists of a cutting blade powered by a motor and a means for instrument guidance to control the areas of subcutaneous tissue cutting underneath the cellulite depressions or dimples.","The device temporarily improves the appearance of cellulite by controlled release (cutting) of the subcutaneous tissue underneath the cellulite depressions or dimples.","Area with Cellulite, Fibrous Septae, Fat, Soft Tissue.","N","N"
"OR",7982,"OR",7982,"OUR","Sacroiliac Joint Fixation","2",2,,"N","N",78,,,888.304016113281,1,"sacroiliac joint fusion","may be used with bone graft, should not be used with bone cement","bridges both sides of the joint, preventing motion","sacroiliac joint","Y","N"
"MI",7773,"MI",7773,"OUS","Methicillin Resistant Staphylococcus Aureus/Methicillin Susceptible Staphylococcus Aureus Blood  Culture Test Bt","1",1,,"N","N",78,,,866.205017089844,1,"The  mrsa/mssa blood  culture test-bt  is a qualitative  ivd test using bacteriophage amplification for the identification of  staphylococcus aureus and the determination of  meca mediated methicillin resistance or methicillin susceptbility  directly  from positive blood cultures  confirmed to have gram positive cocci in clusters (gpcc) or gram positive cocci in singles (gpc) by gram stain.","Kit consisting of plastic capped tubes, pipets, lateral flow cassette and liquid reagents","Bacteriophage amplification","Systemic, blood","N","N"
"NE",7869,,,"OUT","Intracranial Aneurysm Flow Diverter","3",3,,"N","N",78,,,,2,"Treatment of wide-necked and larger or giant intracranial aneurysms.","metallic","interventional","neurovasculature","Y","N"
"NE",7869,,,"OUU","Polymeric Neurovascular Embolization","f",102,,"N","N",78,,,,6,"Treatment of intracranial aneurysms","Polymer","Neurointerventional","Neurovasculature","Y","N"
"HO",7279,"HO",7279,"OUW","Infant Positioner, Rx, Use In Highly Monitored Setting","1",1,,"N","N",78,,,880.567993164062,1,"Designed to position the baby at a 30 degree angle in the prone (on his/her stomach) position for specific medical or surgical conditions.  For use only when in a highly monitored setting with continuous cardio-respiratory and oxygen saturation monitoring.","DEVICE MAY BE WEDGE SHAPED TO MAINTAIN THE INFANT AT A 30 DEGREE ANGLE. MAY ALSO HAVE A COMPONENT THAT IS USED TO HELP MAINTAIN THE INFANT ON THE POSITIONER SUCH AS A BINDER.","MAINTAINS INFANT IN A DESIRED POSITION.","WHOLE BODY.","N","N"
"MI",7773,"IM",7377,"OUY","Trichomonas Vaginalis Nucleic Acid Amplification Test System","2",2,,"N","N",78,,,866.385986328125,1,"In vitro nucleic acid amplification test for the qualitative detection of ribosomal rna from trichomonas vaginalis as an aid in the diagnosis of trichomoniasis from vaginal, cervical, urogenital and gynecological specimens from symptomatic patients","May include target capture, transcription-mediated amplification, semi automated analyzer","Uses target capture, transcription-mediated amplification and hybridization protection assay technologies to stream line specimen processing, amplify target rRNA and detect amplicon respectively","Vaginal, cervical,endocervical, urogenital and gynecological specimens","N","N"
"MI",7773,"MI",7773,"OUZ","Nucleic Amplification Assays For The Detection Of Leishmania Nucleic Acids","1",1,,"N","N",78,,,866.387023925781,1,"Detection of  Leishmania species in skin lesions.","In vitro diagnostic kit","Nucleic Acid Amplification assay containing probes and primers","suspected skin ulcer or skin lesion","N","N"
"CH",6772,"CH",6772,"OVA","Complete Gene Expression Profiling Accessory Reagents","2",2,,"N","N",78,,,862.257019042969,4,"Complete gene expression profiling accessory reagent kits include all components necessary to perform transcript synthesis, fluorescent labeling, and detection and are intended to carry out all processing steps for separately cleared gene expression microarray assays which specify their use. They are designed and optimized for preparation of labeled complementary RNA (cRNA) target using total RNA isolated from specific clinical tissue specimens for hybridization to and measurement of fluorescently-labeled cRNA targets using a specified and cleared microarray instrumentation system. They may also include specified exogenous controls intended to monitor amplification and labeling processes.","Should not include reagents to perform only part of gene expression assay processing steps (e.g., transcript synthesis but not labeling) or only individual components insufficient to carry out all processing steps or only RNA extraction and purification from specific clinical specimens.  Should also not include reagents not intended for gene expression analysis, uncleared microarrays for gene expression, or cleared microarrays not specifying the reagent's use.","Complete accessory reagents for gene expression profiling are intended, designed, and optimized to carry out all assay processes.  The reagents include all components, including enzyme mixes, labeling reagents, reaction buffers, and purification reagents for the preparation, amplification, and specific labeling of cRNA targets from purified total RNA, isolated from specific tissue specimens, and the fragmentation and hybridization of the labeled-cRNA to microarrays for cleared microarray expression assays which specify their use.","Not applicable.","N","N"
"NE",7869,,,"OVC","Headframe","N",78,3,"Y","N",78,,,,3,"To enhance mechanical thrombus dissolution and acceleration of thrombolysis in patients suffering acute ischemic stroke.","made of mostly plastic and has an adjustable frame","Uses ultrasound transducers mounted on a headframe to deliver transcranial ultrasound at diagnostic levels.","Head","N","N"
