code;text;long;starcode;never_main;gender;nonspecific
T0210;Lukkede brudd som omfatter brystkasse med nedre del av rygg eller bekken;"Brudd som omf brystkasse m/nedr del rygg/bekken;lukket";;;;
T0211;Åpne brudd som omfatter brystkasse med nedre del av rygg eller bekken;"Brudd som omf brystkasse m/nedr del rygg/bekken;åpent";;;;
T022;Brudd som omfatter flere regioner av en overekstremitet;Brudd som omfatter flere regioner av én overekstremitet;;;;
T0220;Lukkede brudd som omfatter flere regioner av en overekstremitet;"Brudd som omf flere regioner av én overextr;lukket";;;;
T0221;Åpne brudd som omfatter flere regioner av en overekstremitet;"Brudd som omf flere regioner av én overextr;åpent";;;;
T023;Brudd som omfatter flere regioner av en underekstremitet;Brudd som omfatter flere regioner av én underekstremitet;;;;
T0230;Lukkede brudd som omfatter flere regioner av en underekstremitet;"Brudd som omf flere regioner av én underextr;lukket";;;;
T0231;Åpne brudd som omfatter flere regioner av en underekstremitet;"Brudd som omf flere regioner av én underextr;åpent";;;;
T024;Brudd som omfatter flere regioner av begge overekstremiteter;Brudd som omfatter flere regioner av begge overekstremiteter;;;;
T0240;Lukkede brudd som omfatter flere regioner av begge overekstremiteter;"Brudd som omf flere regioner av begge overextr;lukket";;;;
T0241;Åpne brudd som omfatter flere regioner av begge overekstremiteter;"Brudd som omf flere regioner av begge overextr;åpent";;;;
T025;Brudd som omfatter flere regioner av begge underekstremiteter;Brudd som omfatter flere reg. av begge underekstremiteter;;;;
T0250;Lukkede brudd som omfatter flere regioner av begge underekstremiteter;"Brudd som omf flere reg. av begge underextr;lukket";;;;
T0251;Åpne brudd som omfatter flere regioner av begge underekstremiteter;"Brudd som omf flere reg. av begge underextr;åpent";;;;
T026;Brudd som omfatter flere regioner av overekstremiteter med underekstremiteter;Brudd som omfatter flere regioner av o.eks. med u.eks.;;;;
T0260;Lukkede brudd som omfatter flere regioner av overekstremiteter med underekstremiteter;"Brudd som omf flere regioner av o.extr m/u.extr;lukket";;;;
T0261;Åpne brudd som omfatter flere regioner av overekstremiteter med underekstremiteter;"Brudd som omf flere regioner av o.extr m/u.extr;åpent";;;;
T027;Brudd som omfatter brystkasse med nedre del av rygg eller bekken med ekstremiteter;Brudd som omf. br.kasse med nedre del rygg og bk. med eks.;;;;
T0270;Lukkede brudd som omfatter brystkasse med nedre del av rygg eller bekken med ekstremiteter;"Brudd som omf torax m/nedr del rygg/bk. m/extr;lukket";;;;
T0271;Åpne brudd som omfatter brystkasse med nedre del av rygg og bekken med ekstremiteter;"Brudd som omf torax m/nedr del rygg/bk. m/extr;åpent";;;;
T028;Brudd som omfatter andre spesifiserte kombinasjoner av kroppsregioner;Brudd som omf. andre spes. kombinasjoner av kroppsregioner;;;;
T0280;Lukkede brudd som omfatter andre spesifiserte kombinasjoner av kroppsregioner;"Brudd som omf andr spes komb av kroppsregioner;lukket";;;;
T0281;Åpne brudd som omfatter andre spesifiserte kombinasjoner av kroppsregioner;"Brudd som omf andr spes komb av kroppsregioner;åpent";;;;
T029;Flere uspesifiserte brudd;Flere brudd, uspesifiserte;;;;X
T0290;Flere lukkede uspesifiserte brudd;"Flere brudd, uspesifiserte;lukket";;;;X
T0291;Flere åpne uspesifiserte brudd;"Flere brudd, uspesifiserte;åpent";;;;X
T030;Dislokasjoner, forstuvinger eller forstrekkinger som omfatter hode med hals;Dislok./forstuv./forstrekkinger som omfatter hode med hals;;;;
T031;Dislokasjoner, forstuvinger eller forstrekkinger som omfatter brystkasse med nedre del av rygg eller bekken;Dislok./forstuv./forstrekk. br.kasse med nedre del rygg/bk.;;;;
T032;Dislokasjoner, forstuvinger eller forstrekkinger som omfatter flere regioner av en eller begge overekstremiteter;Dislok./forstuv./forstrekk. som omf. flere reg. av o.eks.;;;;
T033;Dislokasjoner, forstuvinger eller forstrekkinger som omfatter flere regioner av en eller begge underekstremiteter;Dislok./forstuv./forstrekk. som omf. flere reg. av u.eks.;;;;
T034;Dislokasjoner, forstuvinger eller forstrekkinger som omfatter flere regioner av overekstremiteter med underekstremiteter;Dislok./forstuv./forstrekk., omf. fl. reg. o.eks. m. u.eks.;;;;
T038;Dislokasjoner, forstuvinger eller forstrekkinger som omfatter andre spesifiserte kombinasjoner av kroppsregioner;Dislok./forstuv./forstrekk., andre spes. komb. av kroppsreg.;;;;
T039;Flere uspesifierte dislokasjoner, forstuvinger eller forstrekkinger;Flere dislokasjoner, forstuvinger og forstrekkinger, uspes.;;;;X
T040;Knusningsskader som omfatter hode med hals;Knusningsskader som omfatter hode med hals;;;;
T041;Knusningsskader som omfatter brystkasse med buk, nedre del av rygg eller bekken;Knus.sk. som omf. br.kasse med buk, nedre del av rygg og bk.;;;;
T042;Knusningsskader som omfatter flere regioner av en eller begge overekstremiteter;Knusningsskader som omfatter flere regioner av o.eks.;;;;
T043;Knusningsskader som omfatter flere regioner av en eller begge underekstremiteter;Knusningsskader som omfatter flere regioner av u.eks.;;;;
T044;Knusningsskader som omfatter flere regioner av overekstremiteter med underekstremiteter;Knus.sk. som omfatter flere regioner av o.eks. med u.eks.;;;;
T047;Knusningsskader som omfatter brystkasse med buk, nedre del av rygg eller bekken med ekstremiteter;Knus.sk. s. omf. br.kasse m. buk, nedre del rygg/bk. m. eks.;;;;
T048;Knusningsskader som omfatter andre spesifiserte kombinasjoner av kroppsregioner;Knusningsskader som omfatter andre spes. komb. av kroppsreg.;;;;
T049;Flere uspesifiserte knusningsskader;Flere knusningsskader, uspesifisert;;;;X
T050;Traumatisk amputasjon av begge hender;Traumatisk amputasjon av begge hender;;;;
T051;Traumatisk amputasjon av en hånd og større deler av andre arm ovenfor håndregionen;Traum. amp. av én hånd og større deler av andre arm;;;;
T052;Traumatisk amputasjon av begge armer;Traumatisk amputasjon av begge armer (ethvert nivå);;;;
T053;Traumatisk amputasjon av begge føtter;Traumatisk amputasjon av begge føtter;;;;
T054;Traumatisk amputasjon av en fot og større deler av andre ben ovenfor forregionen;Traum. amp. av én fot og større deler av andre ben;;;;
T055;Traumatisk amputasjon av begge ben;Traumatisk amputasjon av begge ben (ethvert nivå);;;;
T056;Traumatisk amputasjon som omfatter kombinasjoner av over- og underekstremiteter;Traum. amp. av o.- og u.eks., alle komb. (ethvert nivå);;;;
T058;Traumatisk amputasjon som omfatter andre spesifiserte kombinasjoner av kroppsregioner;Traum. amp. som omfatter andre spes. komb. av kroppsregioner;;;;
T059;Flere uspesifiserte traumatiske amputasjoner;Flere traumatiske amputasjoner, uspesifisert;;;;X
T060;Skader på hjerne eller hjernenerver med skader på nerver eller ryggmarg i halsregion;Sk. på hj. og hj.n. med sk. på nerver og ryggmarg i halsreg.;;;;
T061;Skader på nerver eller ryggmarg som omfatter andre kombinasjoner av kroppsregioner;Sk. på n. og ryggmarg som omfatter andre komb. av kroppsreg.;;;;
T062;Skader på nerver som omfatter flere kroppsregioner;Skader på nerver som omfatter flere kroppsregioner;;;;
T063;Skader på blodkar som omfatter flere kroppsregioner;Skader på blodkar som omfatter flere kroppsregioner;;;;
T064;Skader i muskler eller sener som omfatter flere kroppsregioner;Skader i muskler og sener som omfatter flere kroppsregioner;;;;
T065;Skader i intratorakale organer med skade i organer i bukhule eller bekkenorganer;Sk. i intratorakale org. med sk. i org. i bukhule og bk.org.;;;;
T068;Andre spesifiserte skader som omfatter flere kroppsregioner;Andre spesifiserte skader som omfatter flere kroppsregioner;;;;
T07;Flere uspesifiserte skader;Flere skader, uspesifiserte;;;;X
T08;Brudd i uspesifisert del av ryggsøyle;Brudd i ryggsøyle, uspesifisert del;;;;X
T0890;Lukket brudd i uspesifisert del i ryggsøyle (columna vertebralis);Lukket brudd i ryggsøyle (columna vertebralis), uspes. del;;;;X
T0891;Åpent brudd i uspesifisert del i ryggsøyle (columna vertebralis);Åpent brudd i ryggsøyle (columna vertebralis), uspes. del;;;;X
T090;Overflateskade på uspesiferte del av trunkus;Overflateskade på trunkus, uspesifisert del;;;;
T091;Åpent sår i uspesifisert del av trunkus;Åpent sår på trunkus, uspesifisert del;;;;X
T092;Dislokasjon, forstuving eller forstrekking av uspesifisert ledd eller leddbånd i trunkus;Dislok./forstuv./forstrekk. uspes. ledd/leddbånd i trunkus;;;;X
T093;Skade på uspesifisert del av ryggmarg;Skade på ryggmarg, uspesifisert del;;;;X
T094;Skade på uspesifisert nerve, ryggmargsnerverot eller nervepleksus i trunkus;Skade på uspes. n., ryggmargsn.rot og n.pleksus i trunkus;;;;X
T095;Skade på uspesifisert muskel eller sene i trunkus;Skade på uspesifisert muskel og sene i trunkus;;;;X
T096;Traumatisk amputasjon av uspesifisert del av trunkus;Traumatisk amputasjon av trunkus, uspesifisert del;;;;X
T098;Annen spesifisert skade i uspesifert del av trunkus;Andre spesifiserte skader i trunkus, uspesifisert del;;;;
T099;Uspesifisert skade i uspesifisert del av trunkus;Uspesifisert skade i trunkus, uspesifisert del;;;;X
T10;Brudd i uspesifisert del av overekstremitet;Brudd i overekstremitet, uspesifisert del;;;;X
T1090;Lukket brudd i uspesifisert del av overekstremitet;Lukket brudd i overekstremitet, uspesifisert del;;;;X
T1091;Åpent brudd i uspesifisert del av overekstremitet;Åpent brudd i overekstremitet, uspesifisert del;;;;X
T110;Overflateskade på uspesifisert del av overekstremitet;Overflateskade på overekstremitet, uspesifisert del;;;;X
T111;Åpent sår i uspesifiert del av overekstremitet;Åpent sår på overekstremitet, uspesifisert del;;;;X
T112;Dislokasjon, forstuving eller forstrekking av uspesifisert ledd eller leddbånd i overekstremitet;Dislok./forst./forstr. uspes. ledd/leddbånd o.eks., uspes.d.;;;;X
T113;Skade på uspesifisert nerve i uspesifisert del av overekstremitet;Skade på uspesifisert nerve i overekstremitet, uspes. del;;;;X
T114;Skade på uspesifisert blodkar i uspesifisert del av overekstremitet;Skade på uspesifisert blodkar i overekstremitet, uspes. del;;;;X
T115;Skade på uspesifisert muskel eller sene i uspesifiert del av overekstremitet;Skade på uspes. muskel og sene i overekstremitet, uspes. del;;;;X
T116;Traumatisk amputasjon på uspesifiert nivå av overekstremitet;Traumatisk amputasjon av overekstremitet, uspesifisert nivå;;;;X
T118;Annen spesifisert skade uspesifiert del av overekstremitet;Andre spesifiserte skader i overekstremitet, uspes. del;;;;X
T119;Uspesifisert skade i uspesifisert del av overekstremitet;Uspesifisert skade i overekstremitet, uspesifisert del;;;;X
T12;Brudd i uspesifisert del av underekstremitet;Brudd i underekstremitet, uspesifisert del;;;;X
T1290;Lukket brudd i uspesifisert del av underekstremitet;Lukket brudd i underekstremitet, uspesifisert del;;;;X
T1291;Åpent brudd i uspesifisert del av underekstremitet;Åpent brudd i underekstremitet, uspesifisert del;;;;X
T130;Overflateskade på uspesifisert del av underekstremitet;Overflateskade på underekstremitet, uspesifisert del;;;;X
T131;Åpent sår i uspesifiert del av underekstremitet;Åpent sår på underekstremitet, uspesifisert del;;;;X
T132;Dislokasjon, forstuving eller forstrekking av uspesifisert ledd eller leddbånd i underekstremitet;Dislok./forst./forstr. uspes. ledd/leddbånd u.eks., uspes.d.;;;;X
T133;Skade på uspesifisert nerve i uspesifisert del av underekstremitet;Skade på uspesifisert nerve i underekstremitet, uspes. del;;;;X
T134;Skade på uspesifisert blodkar i uspesifisert del av underekstremitet;Skade på uspesifisert blodkar i underekstremitet, uspes. del;;;;X
T135;Skade på uspesifisert muskel eller sene i uspesifiert del av underekstremitet;Skade på uspes. muskel og sene i u.eks., uspesifisert del;;;;X
T136;Traumatisk amputasjon på uspesifiert nivå av underekstremitet;Traumatisk amputasjon av underekstremitet, uspesifisert nivå;;;;X
T138;Annen spesifisert skade uspesifiert del av underekstremitet;Andre spesifiserte skader i underekstremitet, uspes. del;;;;X
T139;Uspesifisert skade i uspesifisert del av underekstremitet;Uspesifisert skade i underekstremitet, uspesifisert del;;;;X
T140;Overflateskade på uspesifisert kroppsregion;Overflateskade på uspesifisert kroppsregion;;;;X
T141;Åpent sår på uspesifisert kroppsregion;Åpent sår på uspesifisert kroppsregion;;;;X
T142;Brudd i uspesifisert kroppsregion;Brudd i uspesifisert kroppsregion;;;;X
T1420;Lukket brudd i uspesifisert kroppsregion;"Brudd i uspesifisert kroppsregion;lukket";;;;X
T1421;Åpent brudd i uspesifisert kroppsregion;"Brudd i uspesifisert kroppsregion;åpent";;;;X
T143;Dislokasjon, forstuving og forstrekking i uspesifisert kroppsregion;Dislokasjon/forstuving/forstrekking i uspes. kroppsregion;;;;X
T144;Skade på nerve i uspesifisert kroppsregion;Skade på nerve(r) i uspesifisert kroppsregion;;;;X
T145;Skade på blodkar i uspesifisert kroppsregion;Skade på blodkar i uspesifisert kroppsregion;;;;X
T146;Skade på sene eller muskel i uspesifisert kroppsregion;Skade på sener og muskler i uspesifisert kroppsregion;;;;X
T147;Knusningsskade eller traumatisk amputasjon i uspesifisert kroppsregion;Knusningsskade og traumatisk amp. i uspes. kroppsregion;;;;X
T148;Annnen skade i uspesifisert kroppsregion;Andre skader i uspesifisert kroppsregion;;;;X
T149;Uspesifisert skade i uspesifisert kroppsregion;Uspesifisert skade;;;;X
T150;Fremmedlegeme i hornhinne;Fremmedlegeme i hornhinne;;;;
T151;Fremmedlegeme i konjunktivalsekk;Fremmedlegeme i konjunktivalsekk;;;;
T158;Fremmedlegeme annen spesifiset del av fremre øye;Fremmedlegeme (flere) i andre spes. deler av fremre øye;;;;
T159;Fremmedlegeme i uspesifisert del av fremre del av øye;Fremmedlegeme i fremre del av øye, uspesifisert del;;;;X
T16;Fremmedlegeme i øre;Fremmedlegeme i øre;;;;
T170;Fremmedlegeme i nesebihule;Fremmedlegeme i nesebihule;;;;
T171;Fremmedlegeme i nesebor;Fremmedlegeme i nesebor;;;;
T172;Fremmedlegeme i svelg;Fremmedlegeme i svelg;;;;
T173;Fremmedlegeme i strupehode;Fremmedlegeme i strupehode;;;;
T174;Fremmedlegeme i luftrør;Fremmedlegeme i luftrør;;;;
T175;Fremmedlegeme i bronkie;Fremmedlegeme i bronkie;;;;
T178;Fremmedlegeme i annen spesifisert del av luftveier;Fremmedlegeme (flere) i andre spes. deler av luftveier;;;;
T179;Fremmedlegeme i uspesifisert del av luftveier;Fremmedlegeme i luftveier, uspesifisert del;;;;X
T180;Fremmedlegeme i munn;Fremmedlegeme i munn;;;;
T181;Fremmedlegeme i spiserør;Fremmedlegeme i spiserør;;;;
T182;Fremmedlegeme i magesekk;Fremmedlegeme i magesekk;;;;
T183;Fremmedlegeme i tynntarm;Fremmedlegeme i tynntarm;;;;
T184;Fremmedlegeme i tykktarm;Fremmedlegeme i tykktarm;;;;
T185;Fremmedlegeme i endetarmsåpning eller endetarm;Fremmedlegeme i endetarmsåpning og endetarm;;;;
T188;Fremmedlegeme i annen spesifisert del av fordøyelseskanal;Fremmedlegeme (flere) i andre spes. deler fordøyelseskanal;;;;
T189;Fremmedlegeme i uspesifisert del av fordøyelseskanal;Fremmedlegeme i fordøyelseskanal, uspesifisert del;;;;X
T190;Fremmedlegeme i urinrør;Fremmedlegeme i urinrør;;;;
T191;Fremmedlegeme i urinblære;Fremmedlegeme i urinblære;;;;
T192;Fremmedlegeme i ytre kvinnelige kjønnsorganer eller skjede;Fremmedlegeme i ytre kvinnelige kjønnsorganer og skjede;;;K;
T193;Fremmedlegeme i livmor;Fremmedlegeme i livmor (enhver del);;;K;
T198;Fremmedlegeme annen spesifisert del av kjønnsorganer eller urinveier;Fremmedlegeme (flere) i andre spes. deler kj.org. og u.veier;;;;
T199;Fremmedlegeme i uspesifiert del av kjønnsorganer eler urinveier;Fremmedlegeme i kjønnsorganer og urinveier, uspesifisert del;;;;X
T200;Brannskade av uspesifisert grad på hode eller hals;Brannskade av uspesifisert grad på hode og hals;;;;X
T201;Brannskade av første grad på hode eller hals;Brannskade av første grad på hode og hals;;;;
T202;Brannskade av andre grad på hode eller hals;Brannskade av andre grad på hode og hals;;;;
T203;Brannskade av tredje grad på hode eller hals;Brannskade av tredje grad på hode og hals;;;;
T204;Etseskade av uspesifisert grad på hode eller hals;Etseskade av uspesifisert grad på hode og hals;;;;X
T205;Etseskade av første grad på hode eller hals;Etseskade av første grad på hode og hals;;;;
T206;Etseskade av andre grad på hode eller hals;Etseskade av andre grad på hode og hals;;;;
T207;Etseskade av tredje grad på hode eller hals;Etseskade av tredje grad på hode og hals;;;;
T210;Brannskade av uspesifisert grad på trunkus;Brannskade av uspesifisert grad på trunkus;;;;X
T211;Brannskade av første grad på trunkus;Brannskade av første grad på trunkus;;;;
T212;Brannskade av andre grad på trunkus;Brannskade av andre grad på trunkus;;;;
T213;Brannskade av tredje grad på trunkus;Brannskade av tredje grad på trunkus;;;;
T214;Etseskade av uspesifisert grad på trunkus;Etseskade av uspesifisert grad på trunkus;;;;X
T215;Etseskade av første grad på trunkus;Etseskade av første grad på trunkus;;;;
T216;Etseskade av andre grad på trunkus;Etseskade av andre grad på trunkus;;;;
